gutenberg_id,text
35,Hundred and Two Thousand odd would be incredibly in front of us in
35,"knowledge, art, everything. Then one of them suddenly asked me a"
35,question that showed him to be on the intellectual level of one of
35,"our five-year-old children--asked me, in fact, if I had come from"
35,the sun in a thunderstorm! It let loose the judgment I had suspended
35,"upon their clothes, their frail light limbs, and fragile features."
35,A flow of disappointment rushed across my mind. For a moment I felt
35,that I had built the Time Machine in vain.
35,
35,"'I nodded, pointed to the sun, and gave them such a vivid rendering"
35,of a thunderclap as startled them. They all withdrew a pace or so
35,"and bowed. Then came one laughing towards me, carrying a chain of"
35,"beautiful flowers altogether new to me, and put it about my neck."
35,The idea was received with melodious applause; and presently they
35,"were all running to and fro for flowers, and laughingly flinging"
35,them upon me until I was almost smothered with blossom. You who
35,have never seen the like can scarcely imagine what delicate and
35,wonderful flowers countless years of culture had created. Then
35,someone suggested that their plaything should be exhibited in the
35,"nearest building, and so I was led past the sphinx of white marble,"
35,which had seemed to watch me all the while with a smile at my
35,"astonishment, towards a vast grey edifice of fretted stone. As I"
35,went with them the memory of my confident anticipations of a
35,"profoundly grave and intellectual posterity came, with irresistible"
35,"merriment, to my mind."
35,
35,"'The building had a huge entry, and was altogether of colossal"
35,dimensions. I was naturally most occupied with the growing crowd of
35,"little people, and with the big open portals that yawned before me"
35,shadowy and mysterious. My general impression of the world I saw
35,over their heads was a tangled waste of beautiful bushes and
35,"flowers, a long neglected and yet weedless garden. I saw a number"
35,"of tall spikes of strange white flowers, measuring a foot perhaps"
35,"across the spread of the waxen petals. They grew scattered, as if"
35,"wild, among the variegated shrubs, but, as I say, I did not examine"
35,them closely at this time. The Time Machine was left deserted on the
35,turf among the rhododendrons.
35,
35,"'The arch of the doorway was richly carved, but naturally I did"
35,"not observe the carving very narrowly, though I fancied I saw"
35,"suggestions of old Phoenician decorations as I passed through, and"
35,it struck me that they were very badly broken and weather-worn.
35,"Several more brightly clad people met me in the doorway, and so we"
35,"entered, I, dressed in dingy nineteenth-century garments, looking"
35,"grotesque enough, garlanded with flowers, and surrounded by an"
35,"eddying mass of bright, soft-colored robes and shining white limbs,"
35,in a melodious whirl of laughter and laughing speech.
35,
35,'The big doorway opened into a proportionately great hall hung with
35,"brown. The roof was in shadow, and the windows, partially glazed"
35,"with coloured glass and partially unglazed, admitted a tempered"
35,light. The floor was made up of huge blocks of some very hard white
35,"metal, not plates nor slabs--blocks, and it was so much worn, as I"
35,"judged by the going to and fro of past generations, as to be deeply"
35,channelled along the more frequented ways. Transverse to the length
35,"were innumerable tables made of slabs of polished stone, raised"
35,"perhaps a foot from the floor, and upon these were heaps of fruits."
35,"Some I recognized as a kind of hypertrophied raspberry and orange,"
35,but for the most part they were strange.
35,
35,'Between the tables was scattered a great number of cushions.
35,"Upon these my conductors seated themselves, signing for me to do"
35,likewise. With a pretty absence of ceremony they began to eat the
35,"fruit with their hands, flinging peel and stalks, and so forth, into"
35,the round openings in the sides of the tables. I was not loath to
35,"follow their example, for I felt thirsty and hungry. As I did so I"
35,surveyed the hall at my leisure.
35,
35,'And perhaps the thing that struck me most was its dilapidated look.
35,"The stained-glass windows, which displayed only a geometrical"
35,"pattern, were broken in many places, and the curtains that hung"
35,across the lower end were thick with dust. And it caught my eye that
35,"the corner of the marble table near me was fractured. Nevertheless,"
35,"the general effect was extremely rich and picturesque. There were,"
35,"perhaps, a couple of hundred people dining in the hall, and most of"
35,"them, seated as near to me as they could come, were watching me with"
35,"interest, their little eyes shining over the fruit they were eating."
35,"All were clad in the same soft and yet strong, silky material."
35,
35,"'Fruit, by the by, was all their diet. These people of the remote"
35,"future were strict vegetarians, and while I was with them, in spite"
35,"of some carnal cravings, I had to be frugivorous also. Indeed, I"
35,"found afterwards that horses, cattle, sheep, dogs, had followed the"
35,Ichthyosaurus into extinction. But the fruits were very delightful;
35,"one, in particular, that seemed to be in season all the time I was"
35,"there--a floury thing in a three-sided husk--was especially good,"
35,and I made it my staple. At first I was puzzled by all these strange
35,"fruits, and by the strange flowers I saw, but later I began to"
35,perceive their import.
35,
35,"'However, I am telling you of my fruit dinner in the distant future"
35,"now. So soon as my appetite was a little checked, I determined to"
35,make a resolute attempt to learn the speech of these new men of
35,mine. Clearly that was the next thing to do. The fruits seemed a
35,"convenient thing to begin upon, and holding one of these up I began"
35,a series of interrogative sounds and gestures. I had some
35,considerable difficulty in conveying my meaning. At first my efforts
35,"met with a stare of surprise or inextinguishable laughter, but"
35,presently a fair-haired little creature seemed to grasp my intention
35,and repeated a name. They had to chatter and explain the business
35,"at great length to each other, and my first attempts to make the"
35,exquisite little sounds of their language caused an immense amount
35,"of amusement. However, I felt like a schoolmaster amidst children,"
35,"and persisted, and presently I had a score of noun substantives at"
35,"least at my command; and then I got to demonstrative pronouns, and"
35,"even the verb ""to eat."" But it was slow work, and the little people"
35,"soon tired and wanted to get away from my interrogations, so I"
35,"determined, rather of necessity, to let them give their lessons in"
35,little doses when they felt inclined. And very little doses I found
35,"they were before long, for I never met people more indolent or more"
35,easily fatigued.
35,
35,"'A queer thing I soon discovered about my little hosts, and that was"
35,their lack of interest. They would come to me with eager cries of
35,"astonishment, like children, but like children they would soon stop"
35,examining me and wander away after some other toy. The dinner and my
35,"conversational beginnings ended, I noted for the first time that"
35,almost all those who had surrounded me at first were gone. It is
35,"odd, too, how speedily I came to disregard these little people. I"
35,went out through the portal into the sunlit world again as soon as
35,my hunger was satisfied. I was continually meeting more of these men
35,"of the future, who would follow me a little distance, chatter and"
35,"laugh about me, and, having smiled and gesticulated in a friendly"
35,"way, leave me again to my own devices."
35,
35,'The calm of evening was upon the world as I emerged from the great
35,"hall, and the scene was lit by the warm glow of the setting sun."
35,At first things were very confusing. Everything was so entirely
35,different from the world I had known--even the flowers. The big
35,building I had left was situated on the slope of a broad river
35,"valley, but the Thames had shifted perhaps a mile from its present"
35,"position. I resolved to mount to the summit of a crest, perhaps a"
35,"mile and a half away, from which I could get a wider view of this"
35,our planet in the year Eight Hundred and Two Thousand Seven Hundred
35,"and One A.D. For that, I should explain, was the date the little"
35,dials of my machine recorded.
35,
35,'As I walked I was watching for every impression that could possibly
35,help to explain the condition of ruinous splendour in which I
35,"found the world--for ruinous it was. A little way up the hill, for"
35,"instance, was a great heap of granite, bound together by masses of"
35,"aluminium, a vast labyrinth of precipitous walls and crumpled"
35,"heaps, amidst which were thick heaps of very beautiful pagoda-like"
35,plants--nettles possibly--but wonderfully tinted with brown about
35,"the leaves, and incapable of stinging. It was evidently the derelict"
35,"remains of some vast structure, to what end built I could not"
35,"determine. It was here that I was destined, at a later date, to have"
35,a very strange experience--the first intimation of a still stranger
35,discovery--but of that I will speak in its proper place.
35,
35,"'Looking round with a sudden thought, from a terrace on which I"
35,"rested for a while, I realized that there were no small houses to be"
35,"seen. Apparently the single house, and possibly even the household,"
35,had vanished. Here and there among the greenery were palace-like
35,"buildings, but the house and the cottage, which form such"
35,"characteristic features of our own English landscape, had"
35,disappeared.
35,
35,"'""Communism,"" said I to myself."
35,
35,'And on the heels of that came another thought. I looked at the
35,"half-dozen little figures that were following me. Then, in a flash,"
35,"I perceived that all had the same form of costume, the same soft"
35,"hairless visage, and the same girlish rotundity of limb. It may seem"
35,"strange, perhaps, that I had not noticed this before. But everything"
35,"was so strange. Now, I saw the fact plainly enough. In costume, and"
35,in all the differences of texture and bearing that now mark off the
35,"sexes from each other, these people of the future were alike. And"
35,the children seemed to my eyes to be but the miniatures of their
35,"parents. I judged, then, that the children of that time were"
35,"extremely precocious, physically at least, and I found afterwards"
35,abundant verification of my opinion.
35,
35,"'Seeing the ease and security in which these people were living, I"
35,felt that this close resemblance of the sexes was after all what
35,one would expect; for the strength of a man and the softness of a
35,"woman, the institution of the family, and the differentiation of"
35,occupations are mere militant necessities of an age of physical
35,"force; where population is balanced and abundant, much childbearing"
35,becomes an evil rather than a blessing to the State; where
35,"violence comes but rarely and off-spring are secure, there is less"
35,"necessity--indeed there is no necessity--for an efficient family,"
35,and the specialization of the sexes with reference to their
35,children's needs disappears. We see some beginnings of this even
35,"in our own time, and in this future age it was complete. This, I"
35,"must remind you, was my speculation at the time. Later, I was to"
35,appreciate how far it fell short of the reality.
35,
35,"'While I was musing upon these things, my attention was attracted by"
35,"a pretty little structure, like a well under a cupola. I thought in"
35,"a transitory way of the oddness of wells still existing, and then"
35,resumed the thread of my speculations. There were no large buildings
35,"towards the top of the hill, and as my walking powers were evidently"
35,"miraculous, I was presently left alone for the first time. With a"
35,strange sense of freedom and adventure I pushed on up to the crest.
35,
35,"'There I found a seat of some yellow metal that I did not recognize,"
35,corroded in places with a kind of pinkish rust and half smothered
35,"in soft moss, the arm-rests cast and filed into the resemblance of"
35,"griffins' heads. I sat down on it, and I surveyed the broad view of"
35,our old world under the sunset of that long day. It was as sweet and
35,fair a view as I have ever seen. The sun had already gone below the
35,"horizon and the west was flaming gold, touched with some horizontal"
35,"bars of purple and crimson. Below was the valley of the Thames, in"
35,which the river lay like a band of burnished steel. I have already
35,spoken of the great palaces dotted about among the variegated
35,"greenery, some in ruins and some still occupied. Here and there rose"
35,"a white or silvery figure in the waste garden of the earth, here and"
35,there came the sharp vertical line of some cupola or obelisk. There
35,"were no hedges, no signs of proprietary rights, no evidences of"
35,agriculture; the whole earth had become a garden.
35,
35,"'So watching, I began to put my interpretation upon the things I had"
35,"seen, and as it shaped itself to me that evening, my interpretation"
35,was something in this way. (Afterwards I found I had got only a
35,half-truth--or only a glimpse of one facet of the truth.)
35,
35,'It seemed to me that I had happened upon humanity upon the wane.
35,The ruddy sunset set me thinking of the sunset of mankind. For the
35,first time I began to realize an odd consequence of the social
35,"effort in which we are at present engaged. And yet, come to think,"
35,it is a logical consequence enough. Strength is the outcome of need;
35,security sets a premium on feebleness. The work of ameliorating the
35,conditions of life--the true civilizing process that makes life more
35,and more secure--had gone steadily on to a climax. One triumph of a
35,united humanity over Nature had followed another. Things that are
35,now mere dreams had become projects deliberately put in hand and
35,carried forward. And the harvest was what I saw!
35,
35,"'After all, the sanitation and the agriculture of to-day are still"
35,in the rudimentary stage. The science of our time has attacked but
35,"a little department of the field of human disease, but even so,"
35,it spreads its operations very steadily and persistently. Our
35,agriculture and horticulture destroy a weed just here and there and
35,"cultivate perhaps a score or so of wholesome plants, leaving the"
35,greater number to fight out a balance as they can. We improve our
35,favourite plants and animals--and how few they are--gradually by
35,"selective breeding; now a new and better peach, now a seedless"
35,"grape, now a sweeter and larger flower, now a more convenient breed"
35,"of cattle. We improve them gradually, because our ideals are vague"
35,"and tentative, and our knowledge is very limited; because Nature,"
35,"too, is shy and slow in our clumsy hands. Some day all this will"
35,"be better organized, and still better. That is the drift of the"
35,"current in spite of the eddies. The whole world will be intelligent,"
35,"educated, and co-operating; things will move faster and faster"
35,"towards the subjugation of Nature. In the end, wisely and carefully"
35,we shall readjust the balance of animal and vegetable life to suit
35,our human needs.
35,
35,"'This adjustment, I say, must have been done, and done well; done"
35,"indeed for all Time, in the space of Time across which my machine"
35,"had leaped. The air was free from gnats, the earth from weeds or"
35,fungi; everywhere were fruits and sweet and delightful flowers;
35,brilliant butterflies flew hither and thither. The ideal of
35,preventive medicine was attained. Diseases had been stamped out. I
35,saw no evidence of any contagious diseases during all my stay. And I
35,shall have to tell you later that even the processes of putrefaction
35,and decay had been profoundly affected by these changes.
35,
35,"'Social triumphs, too, had been effected. I saw mankind housed in"
35,"splendid shelters, gloriously clothed, and as yet I had found them"
35,"engaged in no toil. There were no signs of struggle, neither social"
35,"nor economical struggle. The shop, the advertisement, traffic, all"
35,"that commerce which constitutes the body of our world, was gone. It"
35,was natural on that golden evening that I should jump at the idea of
35,a social paradise. The difficulty of increasing population had been
35,"met, I guessed, and population had ceased to increase."
35,
35,'But with this change in condition comes inevitably adaptations to
35,"the change. What, unless biological science is a mass of errors, is"
35,the cause of human intelligence and vigour? Hardship and freedom:
35,"conditions under which the active, strong, and subtle survive and"
35,the weaker go to the wall; conditions that put a premium upon the
35,"loyal alliance of capable men, upon self-restraint, patience, and"
35,"decision. And the institution of the family, and the emotions that"
35,"arise therein, the fierce jealousy, the tenderness for offspring,"
35,"parental self-devotion, all found their justification and support in"
35,"the imminent dangers of the young. _Now_, where are these imminent"
35,"dangers? There is a sentiment arising, and it will grow, against"
35,"connubial jealousy, against fierce maternity, against passion"
35,"of all sorts; unnecessary things now, and things that make us"
35,"uncomfortable, savage survivals, discords in a refined and pleasant"
35,life.
35,
35,"'I thought of the physical slightness of the people, their lack of"
35,"intelligence, and those big abundant ruins, and it strengthened my"
35,belief in a perfect conquest of Nature. For after the battle comes
35,"Quiet. Humanity had been strong, energetic, and intelligent, and had"
35,used all its abundant vitality to alter the conditions under which
35,it lived. And now came the reaction of the altered conditions.
35,
35,"'Under the new conditions of perfect comfort and security, that"
35,"restless energy, that with us is strength, would become weakness."
35,"Even in our own time certain tendencies and desires, once necessary"
35,"to survival, are a constant source of failure. Physical courage and"
35,"the love of battle, for instance, are no great help--may even be"
35,hindrances--to a civilized man. And in a state of physical balance
35,"and security, power, intellectual as well as physical, would be out"
35,of place. For countless years I judged there had been no danger of
35,"war or solitary violence, no danger from wild beasts, no wasting"
35,"disease to require strength of constitution, no need of toil. For"
35,"such a life, what we should call the weak are as well equipped as"
35,"the strong, are indeed no longer weak. Better equipped indeed they"
35,"are, for the strong would be fretted by an energy for which there"
35,was no outlet. No doubt the exquisite beauty of the buildings I saw
35,was the outcome of the last surgings of the now purposeless energy
35,of mankind before it settled down into perfect harmony with the
35,conditions under which it lived--the flourish of that triumph which
35,began the last great peace. This has ever been the fate of energy in
35,"security; it takes to art and to eroticism, and then come languor"
35,and decay.
35,
35,'Even this artistic impetus would at last die away--had almost died
35,"in the Time I saw. To adorn themselves with flowers, to dance, to"
35,"sing in the sunlight: so much was left of the artistic spirit, and"
35,no more. Even that would fade in the end into a contented
35,inactivity. We are kept keen on the grindstone of pain and
35,"necessity, and, it seemed to me, that here was that hateful"
35,grindstone broken at last!
35,
35,'As I stood there in the gathering dark I thought that in this
35,simple explanation I had mastered the problem of the world--mastered
35,the whole secret of these delicious people. Possibly the checks they
35,"had devised for the increase of population had succeeded too well,"
35,and their numbers had rather diminished than kept stationary.
35,That would account for the abandoned ruins. Very simple was my
35,"explanation, and plausible enough--as most wrong theories are!"
35,
35,
35,
35,
35,V
35,
35,
35,"'As I stood there musing over this too perfect triumph of man, the"
35,"full moon, yellow and gibbous, came up out of an overflow of silver"
35,light in the north-east. The bright little figures ceased to move
35,"about below, a noiseless owl flitted by, and I shivered with the"
35,chill of the night. I determined to descend and find where I could
35,sleep.
35,
35,'I looked for the building I knew. Then my eye travelled along to
35,"the figure of the White Sphinx upon the pedestal of bronze, growing"
35,distinct as the light of the rising moon grew brighter. I could see
35,the silver birch against it. There was the tangle of rhododendron
35,"bushes, black in the pale light, and there was the little lawn."
35,I looked at the lawn again. A queer doubt chilled my complacency.
35,"""No,"" said I stoutly to myself, ""that was not the lawn."""
35,
35,'But it _was_ the lawn. For the white leprous face of the sphinx was
35,towards it. Can you imagine what I felt as this conviction came
35,home to me? But you cannot. The Time Machine was gone!
35,
35,"'At once, like a lash across the face, came the possibility of"
35,"losing my own age, of being left helpless in this strange new world."
35,The bare thought of it was an actual physical sensation. I could
35,feel it grip me at the throat and stop my breathing. In another
35,moment I was in a passion of fear and running with great leaping
35,strides down the slope. Once I fell headlong and cut my face; I lost
35,"no time in stanching the blood, but jumped up and ran on, with a"
35,warm trickle down my cheek and chin. All the time I ran I was saying
35,"to myself: ""They have moved it a little, pushed it under the bushes"
35,"out of the way."" Nevertheless, I ran with all my might. All the"
35,"time, with the certainty that sometimes comes with excessive dread,"
35,"I knew that such assurance was folly, knew instinctively that the"
35,machine was removed out of my reach. My breath came with pain. I
35,suppose I covered the whole distance from the hill crest to the
35,"little lawn, two miles perhaps, in ten minutes. And I am not a young"
35,"man. I cursed aloud, as I ran, at my confident folly in leaving the"
35,"machine, wasting good breath thereby. I cried aloud, and none"
35,answered. Not a creature seemed to be stirring in that moonlit
35,world.
35,
35,'When I reached the lawn my worst fears were realized. Not a trace
35,of the thing was to be seen. I felt faint and cold when I faced the
35,empty space among the black tangle of bushes. I ran round it
35,"furiously, as if the thing might be hidden in a corner, and then"
35,"stopped abruptly, with my hands clutching my hair. Above me towered"
35,"the sphinx, upon the bronze pedestal, white, shining, leprous, in"
35,the light of the rising moon. It seemed to smile in mockery of my
35,dismay.
35,
35,'I might have consoled myself by imagining the little people had put
35,"the mechanism in some shelter for me, had I not felt assured of"
35,their physical and intellectual inadequacy. That is what dismayed
35,"me: the sense of some hitherto unsuspected power, through whose"
35,"intervention my invention had vanished. Yet, for one thing I felt"
35,"assured: unless some other age had produced its exact duplicate,"
35,the machine could not have moved in time. The attachment of the
35,levers--I will show you the method later--prevented any one from
35,"tampering with it in that way when they were removed. It had moved,"
35,"and was hid, only in space. But then, where could it be?"
35,
35,'I think I must have had a kind of frenzy. I remember running
35,"violently in and out among the moonlit bushes all round the sphinx,"
35,"and startling some white animal that, in the dim light, I took for a"
35,"small deer. I remember, too, late that night, beating the bushes"
35,with my clenched fist until my knuckles were gashed and bleeding
35,"from the broken twigs. Then, sobbing and raving in my anguish of"
35,"mind, I went down to the great building of stone. The big hall was"
35,"dark, silent, and deserted. I slipped on the uneven floor, and fell"
35,"over one of the malachite tables, almost breaking my shin. I lit a"
35,"match and went on past the dusty curtains, of which I have told you."
35,
35,"'There I found a second great hall covered with cushions, upon"
35,"which, perhaps, a score or so of the little people were sleeping. I"
35,"have no doubt they found my second appearance strange enough, coming"
35,suddenly out of the quiet darkness with inarticulate noises and the
35,splutter and flare of a match. For they had forgotten about matches.
35,"""Where is my Time Machine?"" I began, bawling like an angry child,"
35,laying hands upon them and shaking them up together. It must have
35,"been very queer to them. Some laughed, most of them looked sorely"
35,"frightened. When I saw them standing round me, it came into my head"
35,that I was doing as foolish a thing as it was possible for me to do
35,"under the circumstances, in trying to revive the sensation of fear."
35,"For, reasoning from their daylight behaviour, I thought that fear"
35,must be forgotten.
35,
35,"'Abruptly, I dashed down the match, and, knocking one of the people"
35,"over in my course, went blundering across the big dining-hall again,"
35,out under the moonlight. I heard cries of terror and their little
35,feet running and stumbling this way and that. I do not remember all
35,I did as the moon crept up the sky. I suppose it was the unexpected
35,nature of my loss that maddened me. I felt hopelessly cut off from
35,my own kind--a strange animal in an unknown world. I must have raved
35,"to and fro, screaming and crying upon God and Fate. I have a memory"
35,"of horrible fatigue, as the long night of despair wore away; of"
35,looking in this impossible place and that; of groping among moon-lit
35,"ruins and touching strange creatures in the black shadows; at last,"
35,of lying on the ground near the sphinx and weeping with absolute
35,"wretchedness. I had nothing left but misery. Then I slept, and when"
35,"I woke again it was full day, and a couple of sparrows were hopping"
35,round me on the turf within reach of my arm.
35,
35,"'I sat up in the freshness of the morning, trying to remember how"
35,"I had got there, and why I had such a profound sense of desertion"
35,"and despair. Then things came clear in my mind. With the plain,"
35,"reasonable daylight, I could look my circumstances fairly in the"
35,"face. I saw the wild folly of my frenzy overnight, and I could"
35,"reason with myself. ""Suppose the worst?"" I said. ""Suppose the"
35,machine altogether lost--perhaps destroyed? It behoves me to be
35,"calm and patient, to learn the way of the people, to get a clear"
35,"idea of the method of my loss, and the means of getting materials"
35,"and tools; so that in the end, perhaps, I may make another."" That"
35,"would be my only hope, perhaps, but better than despair. And, after"
35,"all, it was a beautiful and curious world."
35,
35,"'But probably, the machine had only been taken away. Still, I must"
35,"be calm and patient, find its hiding-place, and recover it by force"
35,or cunning. And with that I scrambled to my feet and looked about
35,"me, wondering where I could bathe. I felt weary, stiff, and"
35,travel-soiled. The freshness of the morning made me desire an equal
35,"freshness. I had exhausted my emotion. Indeed, as I went about"
35,"my business, I found myself wondering at my intense excitement"
35,overnight. I made a careful examination of the ground about the
35,"little lawn. I wasted some time in futile questionings, conveyed, as"
35,"well as I was able, to such of the little people as came by. They"
35,"all failed to understand my gestures; some were simply stolid, some"
35,thought it was a jest and laughed at me. I had the hardest task in
35,the world to keep my hands off their pretty laughing faces. It was
35,"a foolish impulse, but the devil begotten of fear and blind anger"
35,was ill curbed and still eager to take advantage of my perplexity.
35,"The turf gave better counsel. I found a groove ripped in it, about"
35,midway between the pedestal of the sphinx and the marks of my feet
35,"where, on arrival, I had struggled with the overturned machine."
35,"There were other signs of removal about, with queer narrow"
35,footprints like those I could imagine made by a sloth. This directed
35,"my closer attention to the pedestal. It was, as I think I have said,"
35,"of bronze. It was not a mere block, but highly decorated with deep"
35,framed panels on either side. I went and rapped at these. The
35,pedestal was hollow. Examining the panels with care I found them
35,"discontinuous with the frames. There were no handles or keyholes,"
35,"but possibly the panels, if they were doors, as I supposed, opened"
35,from within. One thing was clear enough to my mind. It took no very
35,great mental effort to infer that my Time Machine was inside that
35,pedestal. But how it got there was a different problem.
35,
35,'I saw the heads of two orange-clad people coming through the bushes
35,and under some blossom-covered apple-trees towards me. I turned
35,"smiling to them and beckoned them to me. They came, and then,"
35,"pointing to the bronze pedestal, I tried to intimate my wish to open"
35,it. But at my first gesture towards this they behaved very oddly. I
35,don't know how to convey their expression to you. Suppose you were
35,to use a grossly improper gesture to a delicate-minded woman--it is
35,how she would look. They went off as if they had received the last
35,"possible insult. I tried a sweet-looking little chap in white next,"
35,"with exactly the same result. Somehow, his manner made me feel"
35,"ashamed of myself. But, as you know, I wanted the Time Machine, and"
35,"I tried him once more. As he turned off, like the others, my temper"
35,"got the better of me. In three strides I was after him, had him by"
35,"the loose part of his robe round the neck, and began dragging him"
35,towards the sphinx. Then I saw the horror and repugnance of his
35,"face, and all of a sudden I let him go."
35,
35,'But I was not beaten yet. I banged with my fist at the bronze
35,"panels. I thought I heard something stir inside--to be explicit,"
35,I thought I heard a sound like a chuckle--but I must have been
35,"mistaken. Then I got a big pebble from the river, and came and"
35,"hammered till I had flattened a coil in the decorations, and the"
35,verdigris came off in powdery flakes. The delicate little people
35,must have heard me hammering in gusty outbreaks a mile away on
35,"either hand, but nothing came of it. I saw a crowd of them upon the"
35,"slopes, looking furtively at me. At last, hot and tired, I sat down"
35,to watch the place. But I was too restless to watch long; I am too
35,"Occidental for a long vigil. I could work at a problem for years,"
35,but to wait inactive for twenty-four hours--that is another matter.
35,
35,"'I got up after a time, and began walking aimlessly through the"
35,"bushes towards the hill again. ""Patience,"" said I to myself. ""If you"
35,want your machine again you must leave that sphinx alone. If they
35,"mean to take your machine away, it's little good your wrecking their"
35,"bronze panels, and if they don't, you will get it back as soon as"
35,you can ask for it. To sit among all those unknown things before a
35,puzzle like that is hopeless. That way lies monomania. Face this
35,"world. Learn its ways, watch it, be careful of too hasty guesses"
35,"at its meaning. In the end you will find clues to it all."" Then"
35,suddenly the humour of the situation came into my mind: the thought
35,of the years I had spent in study and toil to get into the future
35,"age, and now my passion of anxiety to get out of it. I had made"
35,myself the most complicated and the most hopeless trap that ever a
35,"man devised. Although it was at my own expense, I could not help"
35,myself. I laughed aloud.
35,
35,"'Going through the big palace, it seemed to me that the little"
35,"people avoided me. It may have been my fancy, or it may have had"
35,something to do with my hammering at the gates of bronze. Yet I felt
35,"tolerably sure of the avoidance. I was careful, however, to show no"
35,"concern and to abstain from any pursuit of them, and in the course"
35,of a day or two things got back to the old footing. I made what
35,"progress I could in the language, and in addition I pushed my"
35,explorations here and there. Either I missed some subtle point or
35,their language was excessively simple--almost exclusively composed
35,"of concrete substantives and verbs. There seemed to be few, if any,"
35,"abstract terms, or little use of figurative language. Their"
35,"sentences were usually simple and of two words, and I failed to"
35,convey or understand any but the simplest propositions. I determined
35,to put the thought of my Time Machine and the mystery of the bronze
35,"doors under the sphinx as much as possible in a corner of memory,"
35,until my growing knowledge would lead me back to them in a natural
35,"way. Yet a certain feeling, you may understand, tethered me in a"
35,circle of a few miles round the point of my arrival.
35,
35,"'So far as I could see, all the world displayed the same exuberant"
35,richness as the Thames valley. From every hill I climbed I saw the
35,"same abundance of splendid buildings, endlessly varied in material"
35,"and style, the same clustering thickets of evergreens, the same"
35,blossom-laden trees and tree-ferns. Here and there water shone like
35,"silver, and beyond, the land rose into blue undulating hills, and"
35,"so faded into the serenity of the sky. A peculiar feature, which"
35,"presently attracted my attention, was the presence of certain"
35,"circular wells, several, as it seemed to me, of a very great depth."
35,"One lay by the path up the hill, which I had followed during my"
35,"first walk. Like the others, it was rimmed with bronze, curiously"
35,"wrought, and protected by a little cupola from the rain. Sitting by"
35,"the side of these wells, and peering down into the shafted darkness,"
35,"I could see no gleam of water, nor could I start any reflection"
35,with a lighted match. But in all of them I heard a certain sound:
35,"a thud--thud--thud, like the beating of some big engine; and I"
35,"discovered, from the flaring of my matches, that a steady current of"
35,"air set down the shafts. Further, I threw a scrap of paper into the"
35,"throat of one, and, instead of fluttering slowly down, it was at"
35,once sucked swiftly out of sight.
35,
35,"'After a time, too, I came to connect these wells with tall towers"
35,standing here and there upon the slopes; for above them there was
35,often just such a flicker in the air as one sees on a hot day above
35,"a sun-scorched beach. Putting things together, I reached a strong"
35,"suggestion of an extensive system of subterranean ventilation, whose"
35,true import it was difficult to imagine. I was at first inclined to
35,associate it with the sanitary apparatus of these people. It was an
35,"obvious conclusion, but it was absolutely wrong."
35,
35,'And here I must admit that I learned very little of drains and
35,"bells and modes of conveyance, and the like conveniences, during my"
35,time in this real future. In some of these visions of Utopias and
35,"coming times which I have read, there is a vast amount of detail"
35,"about building, and social arrangements, and so forth. But while"
35,such details are easy enough to obtain when the whole world is
35,"contained in one's imagination, they are altogether inaccessible to"
35,a real traveller amid such realities as I found here. Conceive the
35,"tale of London which a negro, fresh from Central Africa, would take"
35,"back to his tribe! What would he know of railway companies, of"
35,"social movements, of telephone and telegraph wires, of the Parcels"
35,"Delivery Company, and postal orders and the like? Yet we, at least,"
35,should be willing enough to explain these things to him! And even of
35,"what he knew, how much could he make his untravelled friend either"
35,"apprehend or believe? Then, think how narrow the gap between a negro"
35,"and a white man of our own times, and how wide the interval between"
35,myself and these of the Golden Age! I was sensible of much which was
35,"unseen, and which contributed to my comfort; but save for a general"
35,"impression of automatic organization, I fear I can convey very"
35,little of the difference to your mind.
35,
35,"'In the matter of sepulture, for instance, I could see no signs of"
35,crematoria nor anything suggestive of tombs. But it occurred to me
35,"that, possibly, there might be cemeteries (or crematoria) somewhere"
35,"beyond the range of my explorings. This, again, was a question I"
35,"deliberately put to myself, and my curiosity was at first entirely"
35,"defeated upon the point. The thing puzzled me, and I was led to make"
35,"a further remark, which puzzled me still more: that aged and infirm"
35,among this people there were none.
35,
35,'I must confess that my satisfaction with my first theories of an
35,automatic civilization and a decadent humanity did not long endure.
35,Yet I could think of no other. Let me put my difficulties. The
35,"several big palaces I had explored were mere living places, great"
35,"dining-halls and sleeping apartments. I could find no machinery, no"
35,appliances of any kind. Yet these people were clothed in pleasant
35,"fabrics that must at times need renewal, and their sandals, though"
35,"undecorated, were fairly complex specimens of metalwork. Somehow"
35,such things must be made. And the little people displayed no vestige
35,"of a creative tendency. There were no shops, no workshops, no sign"
35,of importations among them. They spent all their time in playing
35,"gently, in bathing in the river, in making love in a half-playful"
35,"fashion, in eating fruit and sleeping. I could not see how things"
35,were kept going.
35,
35,"'Then, again, about the Time Machine: something, I knew not what,"
35,had taken it into the hollow pedestal of the White Sphinx. Why? For
35,"the life of me I could not imagine. Those waterless wells, too,"
35,those flickering pillars. I felt I lacked a clue. I felt--how shall
35,"I put it? Suppose you found an inscription, with sentences here and"
35,"there in excellent plain English, and interpolated therewith, others"
35,"made up of words, of letters even, absolutely unknown to you? Well,"
35,"on the third day of my visit, that was how the world of Eight"
35,Hundred and Two Thousand Seven Hundred and One presented itself to
35,me!
35,
35,"'That day, too, I made a friend--of a sort. It happened that, as I"
35,"was watching some of the little people bathing in a shallow, one of"
